Date,Close,Open,High,Low,Volume
"Jul 30, 2019",3462.85,3523.97,3526.53,3455.13,458400000
"Jul 29, 2019",3523.58,3522.36,3539.94,3517.12,247100000
"Jul 26, 2019",3524.47,3511.16,3526.99,3506.49,316800000
"Jul 25, 2019",3510.15,3538.27,3573.57,3491.77,520700000
"Jul 24, 2019",3532.9,3533.3,3537.71,3520.84,287200000
"Jul 23, 2019",3532.87,3496.86,3544.34,3496.86,330500000
"Jul 22, 2019",3489.92,3478.77,3498.69,3476.43,290100000
"Jul 19, 2019",3480.18,3488.68,3514.33,3470.4,435300000
"Jul 18, 2019",3482.83,3497.4,3500.82,3467.25,336100000
"Jul 17, 2019",3501.58,3520.74,3529.45,3497.25,290000000
"Jul 16, 2019",3521.36,3500.89,3530.11,3498.34,297400000
"Jul 15, 2019",3502.22,3497.99,3517.84,3483.17,244100000
"Jul 12, 2019",3497.63,3497.02,3505.79,3492.18,275400000
"Jul 11, 2019",3496.73,3506.33,3515.77,3493.77,281600000
"Jul 10, 2019",3501.52,3508.54,3523.6,3497.74,323100000
"Jul 09, 2019",3509.75,3522.27,3522.27,3492.18,312600000
"Jul 08, 2019",3523.76,3525.21,3531.47,3514.41,277300000
"Jul 05, 2019",3527.98,3542.23,3544.02,3514.25,329900000
"Jul 04, 2019",3544.15,3541.85,3549.26,3537.35,377900000
"Jul 03, 2019",3540.63,3507.7,3540.63,3507.7,429400000
"Jul 02, 2019",3507.98,3498.93,3511.13,3491.44,293900000
"Jul 01, 2019",3497.59,3476.08,3519.98,3476.08,313100000
"Jun 28, 2019",3473.69,3442.39,3476.93,3442.39,353400000
"Jun 27, 2019",3442.38,3444.36,3454.21,3424.68,329400000
"Jun 26, 2019",3442.95,3444.28,3460.16,3434.33,327400000
"Jun 25, 2019",3444.36,3454.31,3454.31,3440.06,281800000
"Jun 24, 2019",3455.57,3466.38,3473.75,3449.19,287500000
"Jun 21, 2019",3466.92,3468.73,3496.79,3459.04,820600000
"Jun 20, 2019",3468.08,3460.1,3487,3460.1,510000000
"Jun 19, 2019",3454.7,3454.52,3457.37,3444.12,389900000
"Jun 18, 2019",3452.89,3381.5,3458.91,3366.87,515000000
"Jun 17, 2019",3383.21,3382.45,3393.89,3375.8,249600000
"Jun 14, 2019",3379.19,3388.78,3388.78,3363.07,272100000
"Jun 13, 2019",3390.5,3384.32,3401.72,3373.68,291100000
"Jun 12, 2019",3386.63,3398.58,3398.58,3376.45,310700000
"Jun 11, 2019",3401.1,3386.73,3418.18,3386.73,326200000
"Jun 10, 2019",3386.45,3381.52,3391.37,3379.67,200700000
"Jun 07, 2019",3378.38,3341.33,3391.05,3341.33,329700000
"Jun 06, 2019",3338.41,3341.29,3370.8,3326.9,428000000
"Jun 05, 2019",3339.95,3334.4,3355.69,3326.93,344900000
"Jun 04, 2019",3333.49,3293.63,3338.08,3275.2,439600000
"Jun 03, 2019",3300.22,3274.97,3300.22,3248.54,360500000
"May 31, 2019",3280.43,3312.41,3312.41,3258.04,508800000
"May 30, 2019",3318.15,3301.51,3323.72,3301.51,275100000
"May 29, 2019",3297.81,3337.38,3337.38,3288.52,397100000
"May 28, 2019",3348.86,3364.23,3369.91,3337.77,542500000
"May 27, 2019",3364.04,3350.6,3380.85,3350.6,201900000
"May 24, 2019",3350.7,3330.99,3365.58,3330.99,363200000
"May 23, 2019",3327.2,3378.48,3378.48,3323.7,467900000
"May 22, 2019",3386.72,3384.92,3396.87,3359.6,372200000
"May 21, 2019",3386.51,3371.26,3395.91,3370.38,387100000
"May 20, 2019",3369.78,3417.12,3426.87,3360.26,553300000
"May 17, 2019",3425.64,3433.69,3436.45,3402.56,509000000
"May 16, 2019",3438.56,3379.7,3438.56,3365.49,442500000
"May 15, 2019",3385.78,3364.88,3385.78,3332.68,456100000
"May 14, 2019",3364.38,3324.85,3364.38,3324.85,373200000
"May 13, 2019",3320.78,3362.52,3365.51,3311.17,407900000
"May 10, 2019",3361.05,3353.68,3386.22,3349.84,370700000
"May 09, 2019",3350.71,3401.99,3401.99,3346.45,434200000
"May 08, 2019",3417.26,3400.19,3423.96,3389.07,418300000
"May 07, 2019",3401.16,3460.56,3467.64,3396.9,484900000
"May 06, 2019",3462.95,3487.54,3487.54,3423.33,339400000
"May 03, 2019",3502.48,3489.48,3510.04,3486.72,280700000
"May 02, 2019",3488.93,3505.77,3511.43,3487.75,396100000
"May 01, 2019",3514.62,3514.62,3514.62,3514.62,405500000
"Apr 30, 2019",3514.62,3499.71,3514.62,3488.1,405500000
"Apr 29, 2019",3501.94,3494.47,3508.76,3481.08,332900000
"Apr 26, 2019",3500.41,3492.06,3503.46,3484.13,319200000
"Apr 25, 2019",3491.92,3495.41,3496.4,3476.28,367100000
"Apr 24, 2019",3502.63,3500.56,3515.15,3491.89,417600000
"Apr 23, 2019",3503.85,3494.4,3506.68,3487.17,330900000
"Apr 18, 2019",3499.23,3477.67,3506.82,3464.64,474500000
"Apr 17, 2019",3477.73,3466.89,3486.76,3459.81,413700000
"Apr 16, 2019",3463.36,3450.75,3465.98,3450.75,372000000
"Apr 15, 2019",3450.46,3448.91,3456.54,3443.56,339200000
"Apr 12, 2019",3447.83,3432.16,3454.77,3425.84,470000000
"Apr 11, 2019",3435.34,3430.73,3442.25,3412.15,380200000
"Apr 10, 2019",3424.65,3418.36,3435.32,3418.36,301900000
"Apr 09, 2019",3417.22,3437.07,3450.69,3416.67,308800000
"Apr 08, 2019",3438.06,3446.15,3447.11,3433.47,260000000
"Apr 05, 2019",3447.47,3445.05,3453.02,3437.92,320600000
"Apr 04, 2019",3441.93,3434.34,3449.44,3425.19,341700000
"Apr 03, 2019",3435.56,3399.93,3435.9,3399.93,378500000
"Apr 02, 2019",3395.7,3386.18,3402.77,3382.84,297400000
"Apr 01, 2019",3385.38,3353.67,3390.98,3353.67,393400000
"Mar 29, 2019",3351.71,3326.45,3354.3,3326.45,370300000
"Mar 28, 2019",3320.29,3321.34,3337.56,3315.91,322400000
"Mar 27, 2019",3322.04,3322.64,3344.67,3302.8,461700000
"Mar 26, 2019",3319.53,3302.13,3326.35,3293.68,330400000
"Mar 25, 2019",3300.48,3297.41,3313.43,3281.97,349600000
"Mar 22, 2019",3305.73,3371.68,3377.93,3301.6,598300000
"Mar 21, 2019",3367.4,3372.36,3376.21,3348.95,356200000
"Mar 20, 2019",3372.38,3404.1,3406.12,3372.38,340000000
"Mar 19, 2019",3409,3389.81,3422.34,3386.26,352300000
"Mar 18, 2019",3387.94,3385.46,3392.63,3380.65,372100000
"Mar 15, 2019",3386.08,3345.06,3394.32,3345.06,941400000
"Mar 14, 2019",3342.03,3322.92,3349.85,3322.92,384500000
"Mar 13, 2019",3323.45,3301.81,3327.35,3300.17,334800000
"Mar 12, 2019",3303.95,3312.32,3320.24,3291.91,316900000
"Mar 11, 2019",3304.44,3290.76,3306.64,3284.68,303300000
"Mar 08, 2019",3283.6,3299.85,3299.85,3273.68,466700000
"Mar 07, 2019",3308.85,3321.18,3337.66,3293.34,578400000
"Mar 06, 2019",3324.67,3322.96,3340.67,3317.98,370400000
"Mar 05, 2019",3327.19,3316.96,3330.72,3308.64,348200000
"Mar 04, 2019",3317.12,3318.1,3329.65,3315.63,290000000
"Mar 01, 2019",3312.1,3306.59,3330.48,3306.59,392400000
"Feb 28, 2019",3298.26,3271.14,3301.02,3268.95,527600000
"Feb 27, 2019",3282.77,3283.57,3287.47,3269.98,439600000
"Feb 26, 2019",3289.32,3275.14,3293.76,3261.03,354000000
"Feb 25, 2019",3280.01,3275.02,3289.48,3275.02,344200000
"Feb 22, 2019",3270.55,3263.49,3281.78,3259.74,274000000
"Feb 21, 2019",3263.7,3261.74,3270.07,3254.57,346800000
"Feb 20, 2019",3259.49,3241.7,3264.71,3236.74,308600000
"Feb 19, 2019",3239.41,3242.79,3251.22,3223.4,323400000
"Feb 18, 2019",3244.79,3239.1,3248.14,3235.57,289400000
"Feb 15, 2019",3241.25,3179.38,3247.34,3175.71,549900000
"Feb 14, 2019",3182.66,3212.95,3228.11,3182.66,391500000
"Feb 13, 2019",3202.37,3194.73,3214.22,3192.03,351700000
"Feb 12, 2019",3190.75,3176.76,3200.5,3176.76,356300000
"Feb 11, 2019",3165.61,3142.84,3173.39,3142.84,343600000
"Feb 08, 2019",3135.62,3151.17,3161.14,3124.62,395000000
"Feb 07, 2019",3150.76,3204.93,3208.67,3150.76,469400000
"Feb 06, 2019",3212.75,3208.43,3216.13,3199.03,410300000
"Feb 05, 2019",3215.04,3165.84,3215.04,3162.78,519000000
"Feb 04, 2019",3165.2,3170.3,3174.23,3143.87,341900000
"Feb 01, 2019",3171.12,3162.46,3171.95,3143.5,466500000
"Jan 31, 2019",3159.43,3163.02,3177.1,3129.58,632200000
"Jan 30, 2019",3161.74,3155.8,3163.34,3148.84,338900000
"Jan 29, 2019",3153.42,3136.15,3166.24,3130.75,309200000
"Jan 28, 2019",3137.27,3157,3157,3131.26,323100000
"Jan 25, 2019",3163.24,3133.81,3168.03,3133.81,392700000
"Jan 24, 2019",3126.31,3113.89,3136.42,3107.67,397000000
"Jan 23, 2019",3112.13,3104.08,3132.79,3094.48,332200000
"Jan 22, 2019",3112.8,3120.32,3122.76,3097.27,309500000
"Jan 21, 2019",3125.07,3131.85,3131.85,3120.03,209000000
"Jan 18, 2019",3134.92,3079.15,3137.42,3079.15,494500000
"Jan 17, 2019",3069.35,3069.41,3073,3053.08,336600000
"Jan 16, 2019",3077.22,3073.06,3083.56,3062.27,390000000
"Jan 15, 2019",3068.05,3066.02,3088.49,3044.53,377400000
"Jan 14, 2019",3055.18,3060.62,3063.34,3037.13,321400000
"Jan 11, 2019",3070.04,3079.59,3087.66,3056.36,331300000
"Jan 10, 2019",3075.73,3065.66,3075.83,3043.55,315500000
"Jan 09, 2019",3070.24,3062.37,3089.17,3060.96,406000000
"Jan 08, 2019",3054.94,3032.07,3079.11,3032.07,401100000
"Jan 07, 2019",3033.64,3050,3054.72,3016.32,337900000
"Jan 04, 2019",3041.85,2964.15,3050.66,2964.15,444300000
"Jan 03, 2019",2954.66,2978.28,2984.52,2950.82,361700000
"Jan 02, 2019",2993.18,2982.8,3002.52,2936.76,336600000
"Dec 31, 2018",3001.42,2991.4,3003.01,2990.61,220500000
"Dec 28, 2018",2986.53,2952.05,2996.17,2951.51,338100000
"Dec 27, 2018",2937.36,2987.67,2997.24,2908.7,470100000
"Dec 24, 2018",2973.78,2993.45,2993.45,2973.22,505900000
"Dec 21, 2018",3000.61,2996.92,3003.06,2957.56,874400000
"Dec 20, 2018",3000.06,3031.32,3031.32,2993.4,588900000
"Dec 19, 2018",3051.38,3042.19,3063.7,3042.19,481000000
"Dec 18, 2018",3040.13,3054.01,3067.54,3040.13,449700000
"Dec 17, 2018",3063.65,3088.97,3092.82,3053.56,377100000
"Dec 14, 2018",3092.6,3102.09,3103.17,3063.23,353300000
"Dec 13, 2018",3112.17,3110.57,3128.1,3100.11,467300000
"Dec 12, 2018",3107.97,3059.25,3119.2,3059.25,489500000
"Dec 11, 2018",3055.32,3028.93,3083.5,3028.93,436500000
"Dec 10, 2018",3016.99,3054.67,3054.67,3007.53,444300000
"Dec 07, 2018",3058.53,3057.99,3097.92,3057.99,411300000
"Dec 06, 2018",3045.94,3139.85,3139.85,3033.95,581900000
"Dec 05, 2018",3150.27,3181.68,3181.68,3146.11,346000000
"Dec 04, 2018",3189.25,3208.44,3210.51,3189,361300000
"Dec 03, 2018",3214.99,3187.33,3244.98,3187.33,432000000
"Nov 30, 2018",3173.13,3178.06,3182.16,3159.08,436200000
"Nov 29, 2018",3174.16,3176.31,3197.9,3169.85,379300000
"Nov 28, 2018",3168.29,3170.96,3184.68,3165.83,377600000
"Nov 27, 2018",3166.42,3173.14,3186.84,3151.89,381900000
"Nov 26, 2018",3172.71,3151.22,3184.66,3151.22,466800000
"Nov 23, 2018",3137.21,3127.94,3145.04,3114.74,266000000
"Nov 22, 2018",3126.67,3148.8,3148.8,3121.59,309300000
"Nov 21, 2018",3153.91,3124.6,3156.77,3124.6,397700000
"Nov 20, 2018",3116.07,3153.19,3153.19,3100.77,461300000
"Nov 19, 2018",3160.33,3184.51,3206.58,3157.95,310300000
"Nov 16, 2018",3180.74,3197.61,3214.57,3158.87,487800000
"Nov 15, 2018",3190.31,3210.04,3227.74,3164.85,395900000
"Nov 14, 2018",3205.36,3213.35,3239.99,3179.08,339000000
"Nov 13, 2018",3224.82,3200.08,3228.88,3196.7,356800000
"Nov 12, 2018",3194.08,3237.95,3248.33,3192.58,319600000
"Nov 09, 2018",3229.49,3233.11,3234.79,3204.94,396700000
"Nov 08, 2018",3237.6,3248.7,3263.72,3231.8,331200000
"Nov 07, 2018",3246.16,3212.67,3251.95,3212.67,437200000
"Nov 06, 2018",3207.42,3219.08,3222.59,3197.14,345600000
"Nov 05, 2018",3217.37,3215.73,3230.98,3210.76,307200000
"Nov 02, 2018",3214.41,3217.78,3251.67,3214.39,406900000
"Nov 01, 2018",3204.21,3196.13,3227.42,3192.38,384100000
"Oct 31, 2018",3197.51,3160.02,3210.29,3160.02,616300000
"Oct 30, 2018",3147.13,3157.31,3169.75,3123.92,423500000
"Oct 29, 2018",3154.93,3139.03,3182.23,3138.7,408500000
"Oct 26, 2018",3134.89,3157.11,3157.11,3090.85,541900000
"Oct 25, 2018",3164.4,3126.69,3166.44,3107.88,521900000
"Oct 24, 2018",3130.33,3144.16,3185.99,3128.93,445900000
"Oct 23, 2018",3140.94,3179.07,3179.07,3132.29,511600000
"Oct 22, 2018",3190.09,3217.55,3245.87,3187.5,426200000
"Oct 19, 2018",3210.82,3210.82,3225.64,3183.2,654600000
"Oct 18, 2018",3211.59,3241.79,3258.34,3211.59,486200000
"Oct 17, 2018",3243.08,3260.29,3282.23,3230.3,375500000
"Oct 16, 2018",3257.34,3211.47,3260.81,3208.14,416000000
"Oct 15, 2018",3210.37,3193.79,3214.91,3180.61,313600000
"Oct 12, 2018",3194.41,3219.19,3245.16,3193.4,436300000
"Oct 11, 2018",3209.19,3245.58,3254.37,3206.2,584300000
"Oct 10, 2018",3266.9,3321.59,3321.59,3266.23,454200000
"Oct 09, 2018",3321.79,3311.34,3327.53,3278.02,493300000
"Oct 08, 2018",3309.72,3338.02,3338.02,3306.28,406300000
"Oct 05, 2018",3345.51,3374.27,3377.7,3343.67,384400000
"Oct 04, 2018",3375.08,3400.12,3400.15,3371.22,432200000
"Oct 03, 2018",3405.48,3395.16,3414.23,3389.52,398100000
"Oct 02, 2018",3388.99,3403.59,3403.59,3370.95,476200000
"Oct 01, 2018",3414.16,3399.96,3425.45,3398.34,403300000
"Sep 28, 2018",3399.2,3440.4,3440.4,3380.27,700500000
"Sep 27, 2018",3449.79,3429.58,3452.41,3408.48,383600000
"Sep 26, 2018",3433.15,3421.9,3433.74,3415.58,342200000
"Sep 25, 2018",3419.78,3410.05,3425.64,3408.7,359000000
"Sep 24, 2018",3410.44,3426.85,3426.85,3405.42,335000000
"Sep 21, 2018",3430.81,3407.46,3436.48,3407.46,1235000000
"Sep 20, 2018",3403.12,3369,3409.22,3368.37,545900000
"Sep 19, 2018",3368.56,3359.87,3373.9,3351.64,454200000
"Sep 18, 2018",3358.46,3343.99,3368.31,3337.37,355600000
"Sep 17, 2018",3346.11,3340.04,3351.35,3333.47,348000000
"Sep 14, 2018",3344.63,3339.31,3351.53,3334.24,307900000
"Sep 13, 2018",3333.68,3325.44,3354.07,3323.09,370200000
"Sep 12, 2018",3326.6,3313.98,3329.55,3304.8,433400000
"Sep 11, 2018",3311.66,3313.09,3318.59,3286.97,357800000
"Sep 10, 2018",3309.28,3291.65,3323.55,3288.97,421700000
"Sep 07, 2018",3293.36,3298.01,3305.63,3274.4,430700000
"Sep 06, 2018",3295.95,3315.88,3328.69,3295.95,397800000
"Sep 05, 2018",3315.62,3352.71,3352.71,3315.42,541400000
"Sep 04, 2018",3359.36,3401.25,3408.25,3343.98,448200000
"Sep 03, 2018",3394.99,3391.82,3397.24,3382.02,232600000
"Aug 31, 2018",3392.9,3428.63,3428.63,3389.92,428100000
"Aug 30, 2018",3430.99,3452.94,3452.94,3423.42,346100000
"Aug 29, 2018",3456.13,3448.44,3457.84,3438.15,267100000
"Aug 28, 2018",3447.57,3459.12,3463.03,3447.55,324200000
"Aug 27, 2018",3456.01,3435.12,3460.72,3433.59,197300000
"Aug 24, 2018",3427.44,3419.45,3436.55,3419.45,230100000
"Aug 23, 2018",3419.26,3420.6,3430.37,3416.1,251400000
"Aug 22, 2018",3420.18,3408.28,3429.59,3404.87,300900000
"Aug 21, 2018",3411.66,3390.26,3424,3387.04,293200000
"Aug 20, 2018",3393.67,3376.38,3405.17,3376.38,230000000
"Aug 17, 2018",3372.94,3378.49,3385.74,3354.3,374500000
"Aug 16, 2018",3377.56,3366.01,3381.63,3357.49,354500000
"Aug 15, 2018",3359.08,3411.27,3422.86,3349.14,385500000
"Aug 14, 2018",3409.44,3415.08,3435.12,3398.38,345900000
"Aug 13, 2018",3409.68,3423.37,3424.23,3400.23,416800000
"Aug 10, 2018",3426.28,3486.31,3486.31,3413.68,582300000
"Aug 09, 2018",3494.13,3490.37,3496.97,3478.28,272000000
"Aug 08, 2018",3493.6,3502.17,3509.31,3486.57,303900000
"Aug 07, 2018",3504.37,3487.03,3514.97,3487.03,278200000
"Aug 06, 2018",3483.3,3483.19,3502.35,3472.01,293200000
"Aug 03, 2018",3482.4,3474.82,3491.47,3470.26,335000000
"Aug 02, 2018",3469.21,3505.11,3505.11,3460.14,526700000
"Aug 01, 2018",3509.23,3527.82,3531.61,3506.68,452400000
"Jul 31, 2018",3525.49,3512.03,3536.87,3509.1,458900000
"Jul 30, 2018",3512.31,3517.56,3521.42,3511.9,269400000
"Jul 27, 2018",3527.18,3512.74,3529.39,3509.67,362100000
"Jul 26, 2018",3509.26,3472.82,3509.38,3472.82,417100000
"Jul 25, 2018",3468.45,3482.31,3486.04,3460,326900000
"Jul 24, 2018",3483.31,3460.66,3493.98,3460.48,366500000
"Jul 23, 2018",3454.05,3453.91,3460.4,3439.68,261100000
"Jul 20, 2018",3460.03,3466.41,3481.83,3431.95,437300000
"Jul 19, 2018",3471.64,3481.41,3486.98,3466.72,314100000
"Jul 18, 2018",3485.08,3468.51,3487,3468.51,333900000
"Jul 17, 2018",3457.5,3445.34,3461.93,3429.96,328900000
"Jul 16, 2018",3449.08,3455.17,3464.39,3441.88,268500000
"Jul 13, 2018",3454.54,3454.29,3466.26,3447.87,297600000
"Jul 12, 2018",3445.49,3427.21,3446.55,3418.06,304200000
"Jul 11, 2018",3422.35,3454.66,3454.66,3422.35,343300000
"Jul 10, 2018",3473.31,3465.25,3480.44,3455.98,329400000
"Jul 09, 2018",3460.44,3458.45,3471.5,3451.96,272700000
"Jul 06, 2018",3448.49,3449.5,3453.91,3430.31,345600000
"Jul 05, 2018",3440.92,3411.24,3459.91,3411.24,411500000
"Jul 04, 2018",3412.03,3402.02,3417.69,3400.45,267000000
"Jul 03, 2018",3406.34,3382.68,3420.38,3379.01,365500000
"Jul 02, 2018",3372.21,3375.56,3386.07,3345.09,363400000
"Jun 29, 2018",3395.6,3389.44,3420.97,3389.44,441900000
"Jun 28, 2018",3365.52,3383.43,3403.36,3347.94,391500000
"Jun 27, 2018",3397.13,3368.12,3424.6,3340.85,485000000
"Jun 26, 2018",3368.72,3379.14,3387.09,3363.33,334600000
"Jun 25, 2018",3369.21,3422.6,3425.4,3369.21,334000000
"Jun 22, 2018",3441.6,3407.29,3441.6,3407.29,326300000
"Jun 21, 2018",3403.51,3442.69,3456.61,3395.27,403800000
"Jun 20, 2018",3439.6,3443.51,3461.65,3437.24,402600000
"Jun 19, 2018",3435.3,3459.54,3459.54,3410.41,397900000
"Jun 18, 2018",3466.65,3500.25,3500.9,3451.9,359900000
"Jun 15, 2018",3505.02,3528.71,3540.64,3505.02,861200000
"Jun 14, 2018",3527.11,3466.43,3534.31,3457.12,546400000
"Jun 13, 2018",3479.56,3475.29,3488.13,3464.26,426900000
"Jun 12, 2018",3475.58,3490.76,3497.03,3472.64,406400000
"Jun 11, 2018",3480.22,3451.5,3483.7,3451.5,546700000
"Jun 08, 2018",3447.3,3452.35,3454.12,3422.03,441300000
